tconst,title,type,year,minutes,rating,votes,principals,genre
tt0284310,Discovery Mars,video,1997,46,4.6,202,4,Other
tt0284355,Nobody,short,1998,16,7.2,20,10,Family
tt0284362,O' Christmas Tree,video,1999,48,5.9,74,10,Animation
tt0284364,Ode to G.I. Joe,short,1990,5,7.7,34,3,Animation
tt0284372,Original Diner Guys,movie,1999,75,6.9,14,5,Documentary
tt0284404,Power Force,movie,1991,120,7.4,8,8,Action
tt0284488,Sisters of Mercy: Shot Rev 2.0,video,1993,38,8.7,25,4,Music
tt0284498,Snakeland,short,1996,35,6.4,5,10,Drama
tt0284574,Transitions,tvMovie,1998,60,7.9,67,8,Documentary
tt0284604,VeggieTales: Are You My Neighbor?,video,1995,30,7.3,494,6,Animation
tt0284606,VeggieTales: God Wants Me to Forgive Them!?!,video,1994,30,7.1,379,8,Animation
tt0284607,VeggieTales: Josh and the Big Wall!,video,1997,30,7.4,611,6,Animation
tt0284609,VeggieTales: Larry-Boy! & the Fib from Outer Space!,video,1997,30,7.4,732,6,Animation
tt0284610,Larry-Boy and the Rumor Weed,video,1999,30,7.3,635,8,Adventure
tt0284612,VeggieTales: Rack Shack & Benny,video,1995,30,7.5,661,6,Animation
tt0284613,VeggieTales: The End of Silliness? More Really Silly Songs!,video,1998,30,6.9,194,7,Animation
tt0284614,VeggieTales Christmas Spectacular!,tvEpisode,1996,30,7.4,296,7,Animation
tt0284637,What Kind of Mother Are You?,tvMovie,1996,120,5.4,167,10,Drama
tt0284652,Win a Date,short,1998,9,6.0,5,8,Short
tt0284675,You're Invited to Mary-Kate & Ashley's Hawaiian Beach Party,video,1996,30,6.1,65,8,Short
tt0284721,Cyberdorm,movie,1999,104,8.6,32,10,Other
tt0284750,The Legend of the Hawaiian Slammers,tvShort,1994,22,6.8,14,10,Action
tt0284767,The O'Reilly Factor,tvSeries,1996,60,3.5,3964,10,News
tt0284805,Four Cheerleaders of the Apocalypse,video,1997,90,6.6,17,4,Comedy
tt0284857,Anita Liberty,short,1997,15,5.5,28,10,Comedy
tt0284893,The Best of the Tracey Ullman Show,tvSpecial,1990,90,8.3,32,10,Comedy
tt0284894,Cul-de-sac,movie,1997,85,5.7,15,10,Action
tt0284905,Big Jim Folsom: The Two Faces of Populism,movie,1997,85,7.1,7,5,Documentary
tt0284928,Bui Doi: Life Like Dust,short,1994,29,5.9,18,2,Documentary
tt0284940,Cannot Not Exist,short,1994,10,7.6,5,1,Short
tt0284981,Confederation Park,short,1999,32,8.2,46,2,Short
tt0285017,Disney Sing Along Songs: I Love to Laugh!,video,1990,27,7.4,47,10,Animation
tt0285019,Disney Sing-Along-Songs: Circle of Life,video,1994,26,7.1,97,8,Family
tt0285021,Disney Sing-Along-Songs: Under the Sea,video,1990,28,7.9,74,9,Animation
tt0285080,FDR: Part I,tvEpisode,1994,55,8.5,119,10,Other
tt0285089,Fearful Symmetry,video,1998,90,7.2,188,8,Documentary
tt0285094,The Film of Her,short,1997,12,6.9,100,6,Documentary
tt0285116,A Friend Comes to Visit,short,1999,27,3.6,5,5,Short
tt0285130,Gallagher: Smashing Cheeseheads,video,1998,55,7.8,12,2,Comedy
tt0285133,Gallagher: We Need a Hero,video,1992,90,6.3,124,10,Comedy
tt0285164,Götterdämmerung,tvMovie,1990,281,8.1,127,10,Drama
tt0285169,Twilight Dinner,movie,1998,64,6.8,69,10,Drama
tt0285191,History and Memory: For Akiko and Takashige,short,1991,32,6.8,77,3,Documentary
tt0285214,A Letter to Dad,movie,1994,83,5.1,149,10,Drama
tt0285225,Inspector Gadget Saves Christmas,tvShort,1992,22,5.8,218,10,Animation
tt0285240,Jeanne Carmen: Queen of the B-Movies,tvEpisode,1998,60,6.0,14,8,Other
tt0285301,Long Strange Trip,movie,1999,81,5.8,34,10,Comedy
tt0285308,Loves Me Loves Me Not,short,1999,27,7.2,5,8,Short
tt0285362,Essence of Emeril,tvSeries,1996,22,7.0,46,1,Other
tt0285408,To Tell the Truth,tvSeries,1990,30,7.3,24,10,Family
tt0285468,Bukowski at Bellevue,movie,1995,60,7.7,109,1,Other
tt0285506,Dark Warrior,tvSeries,1991,95,5.0,28,10,Action
tt0285606,Hillbilly Blue,short,1996,10,7.2,16,7,Animation
tt0285666,Kusah Hakwaan,movie,1999,75,6.0,6,10,Other
tt0285680,Lone Tiger,movie,1996,95,4.8,75,10,Action
tt0285696,Man's Best Friend,short,1998,3,7.6,8,3,Animation
tt0285756,Monster by Moonlight! The Immortal Saga of 'The Wolf Man',video,1999,33,6.9,197,10,Documentary
tt0285990,Das Rheingold,tvMovie,1990,163,8.5,91,10,Drama
tt0285997,The Ride,movie,1997,101,5.6,16,10,Drama
tt0286007,Rock N Roll Dreams,video,1995,74,6.2,12,7,Comedy
tt0286038,Samurai Salesman,short,1992,30,7.1,7,7,Comedy
tt0286062,See You in Hell Blind Boy,movie,1999,57,7.8,24,5,Documentary
tt0286065,The Strange World of Wolfgang and Melanie,short,1997,10,8.0,5,9,Short
tt0286069,Drawing Blood,movie,1999,90,4.8,186,10,Comedy
tt0286094,Short Orders,tvShort,1995,7,7.2,6,5,Animation
tt0286095,Pfish and Chip in Short Pfuse,tvShort,1995,8,8.8,8,7,Animation
tt0286102,Siegfried,tvMovie,1990,253,8.2,69,10,Drama
tt0286143,Space War,short,1997,3,8.2,11,1,Animation
tt0286153,Starstruck,movie,1995,89,5.4,49,10,Action
tt0286188,Devoured,movie,1999,94,6.2,13,10,Action
tt0286272,The B-24: Target Nazi Europe: The Victory Bombers,video,1997,61,4.8,5,3,Documentary
tt0286286,Die Walküre,tvMovie,1990,244,7.9,85,10,Drama
tt0286296,Whacked,short,1997,5,6.9,16,6,Short
tt0286336,The Animals of Farthing Wood,tvSeries,1993,25,8.3,3136,10,Adventure
tt0286390,Crest of the Stars,tvSeries,1999,26,7.6,466,10,Animation
tt0286401,WWE Jakked,tvSeries,1999,60,6.0,69,10,Other
tt0286402,WWF Livewire,tvSeries,1997,60,5.4,34,7,Action
tt0286526,The Bulkin Trail,tvShort,1992,25,5.5,11,10,Comedy
tt0286547,Circle of Life: An Environmental Fable,short,1995,13,6.4,79,5,Animation
tt0286564,Crime Defense,short,1997,30,7.3,98,7,Crime
tt0286648,Gestalt,tvMiniSeries,1997,60,5.7,52,10,Action
tt0286664,Tickle,movie,1997,138,4.2,326,9,Other
tt0286668,El chupacabra,video,1997,90,5.6,77,6,Other
tt0286683,Indian Hero,movie,1998,152,4.8,293,10,Action
tt0286735,Joe Schmo,short,1999,26,9.2,8,7,Short
tt0286741,Just Looking,movie,1995,84,5.1,165,10,Comedy
tt0286825,John Paul II: The Millennial Pope,tvEpisode,1999,150,7.1,15,10,Documentary
tt0286896,Playboy: Girlfriends 2,video,1999,57,5.7,113,10,Documentary
tt0286897,Playboy: Hard Bodies,video,1996,55,6.8,25,10,Documentary
tt0286912,Recycle Rex,short,1993,12,6.9,20,8,Adventure
tt0286926,Rosewater,short,1999,13,6.7,26,2,Short
tt0286998,Summerslam,tvSpecial,1992,167,7.5,421,10,Action
tt0287029,Timmy's Gift: A Precious Moments Christmas,video,1991,23,7.1,68,10,Animation
tt0287035,The Tokyo Raiders,tvShort,1993,27,5.4,19,1,Documentary
tt0287060,Twin Signal,tvSeries,1996,30,6.1,28,10,Action
tt0287062,Two Rooms: A Tribute to Elton John & Bernie Taupin,tvMovie,1991,90,7.6,50,10,Documentary
tt0287121,We're Go for Launch to Zero-g,video,1994,58,8.4,5,1,Documentary
tt0287205,Dark Soldier D,tvMiniSeries,1998,90,6.0,34,10,Animation
tt0287223,Hannity & Colmes,tvSeries,1996,60,3.2,618,10,News
tt0287274,Tic Tac Dough,tvSeries,1990,30,4.3,13,3,Family
tt0287281,Wheel 2000,tvSeries,1997,30,6.0,14,2,Family
tt0287390,Cowboy Jesus,short,1996,8,5.4,18,10,Short
tt0287476,High Tension Low Budget (The Making of a Letter from Death Row),video,1999,60,8.1,91,9,Documentary
tt0287487,Horoscope,short,1991,5,5.5,147,5,Comedy
tt0287570,Monty Python's Flying Circus: Live at Aspen,tvSpecial,1998,58,7.9,1013,10,Comedy
tt0287576,Mummy Dearest: A Horror Tradition Unearthed,video,1999,30,6.5,178,10,Documentary
tt0287649,Rapeman 1,video,1993,75,5.1,147,10,Comedy
tt0287650,Rapeman 2,video,1994,75,5.1,61,10,Crime
tt0287651,Rapeman 3,video,1994,75,4.7,50,10,Crime
tt0287670,Trick or Treat: Season's Greetings,short,1996,4,7.1,544,2,Animation
tt0287789,Waking in Mississippi,movie,1998,60,8.4,8,8,Documentary
tt0287813,Zapatista,movie,1999,56,6.9,167,8,Documentary
tt0287883,Superdad,tvSeries,1993,45,8.7,4038,10,Comedy
tt0287897,WWE Metal,tvSeries,1998,60,5.8,77,10,Other
tt0287938,Bloodbath,movie,1999,80,3.9,39,10,Other
tt0287939,Bluesland: A Portrait in American Music,movie,1993,85,7.6,21,8,Documentary
tt0287945,Bubsy: What Could Possibly Go Wrong?,tvShort,1993,30,3.6,178,10,Adventure
tt0287980,Death Scenes 2,video,1993,88,5.2,60,10,Documentary
tt0287996,Edgar Allan Poe: Terror of the Soul,tvEpisode,1995,60,7.9,75,10,Other
tt0288065,Inspector Gadget: Gadget's Greatest Gadgets,video,1999,65,7.5,38,10,Action
tt0288112,The Making of 'The Quiet Man',video,1992,28,6.5,84,8,Documentary
tt0288272,The Ugliest Fountain in the World (Without a Doubt),short,1999,14,6.6,32,1,Documentary
tt0288312,Warbirds of World War II: P-38 Lightning,video,1997,34,7.9,8,1,Documentary
tt0288315,What About Me,movie,1993,87,7.5,93,10,Drama
tt0288365,The Channel 9 Show,tvSeries,1990,60,7.0,435,10,Comedy
tt0288405,1000 Miles from Nowhere,movie,1998,75,2.9,7,8,Drama
tt0288461,Bret 'Hit Man' Hart,video,1996,60,8.1,32,10,Other
tt0288495,The Dead Walk: Remaking a Classic,video,1999,25,5.7,87,9,Documentary
tt0288565,Samurai: Hunt for the Sword,tvMiniSeries,1999,30,4.3,17,10,Animation
tt0288621,Art Museum by the Zoo,movie,1998,108,7.0,510,10,Comedy
tt0288755,Poseidon's Fury: Escape from the Lost City,video,1999,18,7.7,59,8,Adventure
tt0288811,Scream for Your Lives! William Castle and 'The Tingler',video,1999,16,5.6,82,10,Documentary
tt0288812,The Second Room,short,1995,22,9.1,7,10,Short
tt0288822,Something a Little Less Serious: A Tribute to 'It's a Mad Mad Mad Mad World',tvMovie,1991,61,7.6,47,10,Comedy
tt0288825,Spent Youth,movie,1993,74,4.3,42,10,Other
tt0288828,Strictly Speaking,movie,1998,54,5.9,7,3,Documentary
tt0288831,Suicide Blonde,movie,1999,93,5.2,117,10,Action
tt0288832,Summerslam '91,tvSpecial,1991,163,7.2,374,10,Action
tt0288985,Fancy Lala,tvSeries,1998,24,7.2,51,10,Animation
tt0289010,Photon: The Idiot Adventures,video,1997,30,6.8,100,10,Action
tt0289021,Simsala Grimm: The Adventures of Yoyo and Doc Croc,tvSeries,1999,25,7.6,617,10,Adventure
tt0289109,Champions Forever: The Latin Legends,movie,1997,93,6.2,28,10,Other
tt0289129,Comic Relief VII,tvSpecial,1995,240,6.0,38,10,Comedy
tt0289145,Dana Plato,tvEpisode,1999,60,6.8,38,10,Other
tt0289167,The Soul Is Singing,tvMovie,1997,56,7.1,27,10,Drama
tt0289177,Executions II,video,1995,56,5.8,22,10,Documentary
tt0289189,The Flintstones: Wacky Inventions,video,1994,28,6.0,26,10,Animation
tt0289226,Housefull,movie,1999,138,6.8,151,10,Other
tt0289287,Octagon and Mascara Sagrada in Fight to the Death,movie,1992,90,5.4,17,10,Action
tt0289291,MST3K Little Gold Statue Preview Special,tvSpecial,1995,120,6.3,202,8,Comedy
tt0289322,Marilyn Monroe,tvEpisode,1998,30,7.5,6,10,Documentary
tt0289404,Pornography: Andrea Dworkin,tvEpisode,1991,52,5.3,18,5,Other
tt0289424,The Ring Virus,movie,1999,108,6.0,2120,10,Other
tt0289608,The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space,video,1999,40,6.2,122,10,Adventure
tt0289700,The Elf Who Saved Christmas,tvShort,1992,30,6.5,30,10,Short
tt0289737,Mark of the Devil 6,movie,1995,99,3.5,32,10,Other
tt0289784,Mötley Crüe,tvEpisode,1998,60,8.0,44,7,Other
tt0289832,Tweenies,tvSeries,1999,40,4.9,877,10,Action
tt0289840,The Wind in the Willows Collection: The Adventures of Mole,tvMovie,1995,52,6.9,34,10,Animation
tt0289858,Beauty Queen Butcher,video,1991,118,5.7,68,9,Comedy
tt0289859,Fathers in Law,short,1998,8,8.3,19,7,Short
tt0289860,Beavis and Butt-Head Do Christmas,tvEpisode,1995,60,7.9,792,10,Animation
tt0289911,Dark Carnival,movie,1993,90,2.1,161,8,Other
tt0289939,Erotic Underground,video,1997,56,4.4,5,10,Documentary
tt0289956,Fulfilled: A Halloween Story,short,1999,16,6.0,40,9,Short
tt0289966,Devil's Offspring,movie,1999,84,3.4,46,8,Other
tt0289980,Inbred Rednecks,movie,1998,135,5.2,96,10,Comedy
tt0290048,Ron's Night Out,short,1999,30,5.9,9,10,Short
tt0290066,The Second Greatest Story Ever Told,tvMovie,1994,55,4.8,25,8,Comedy
tt0290116,O Canada,tvSeries,1997,25,6.9,127,10,Animation
tt0290159,A Change of Climate,short,1999,19,5.9,46,9,Short
tt0290161,The Chili Con Carne Club,short,1993,30,3.9,141,10,Short
tt0290179,Heart Play,movie,1993,162,5.4,481,10,Action
tt0290182,Edith Ann's Christmas (Just Say Noël),tvShort,1996,30,5.7,15,10,Animation
tt0290243,Slaughter Night,movie,1990,92,4.9,14,10,Action
tt0290282,Saber Marionette J Again,tvMiniSeries,1997,50,7.5,93,10,Action
tt0290290,Silent Whispers,short,1998,30,6.5,6,8,Short
tt0290331,It's Our Time,movie,1993,148,6.0,1430,10,Action
tt0290358,Investigative Reports,tvSeries,1991,60,7.9,84,10,Documentary
tt0290369,Real Sports with Bryant Gumbel,tvSeries,1995,60,7.2,331,10,News
tt0290373,Sexcetera,tvSeries,1998,60,6.9,144,10,Other
tt0290456,Beany and Cecil: The Special Edition,video,1999,215,8.5,55,1,Animation
tt0290500,CBS: The First 50 Years,tvMovie,1998,120,5.4,17,10,Documentary
tt0290602,Evil Demon Golf Ball from Hell,short,1997,8,5.9,410,6,Comedy
tt0290668,Salt Without Soup,movie,1990,105,8.8,17,10,Documentary
tt0290797,Open Season,short,1999,6,7.2,18,6,Short
tt0290834,A Rugrats Vacation,video,1997,55,7.1,138,10,Animation
tt0290839,Soldier,movie,1993,145,6.2,1112,10,Action
tt0290854,Sex Censorship and the Silver Screen,tvSeries,1996,50,7.7,75,10,Documentary
tt0290896,Titey,short,1998,2,7.5,41,10,Animation
tt0290910,Mondo Weirdo,movie,1990,55,5.3,122,10,Drama
tt0290927,The Warner Bros. Story: 75 Years of Laughter,tvMovie,1998,60,6.9,17,5,Comedy
tt0290931,Dragonstrike,short,1993,33,8.0,97,9,Other
tt0290934,The Wonderful World of Disney: 40 Years of Television Magic,tvMovie,1994,120,6.4,22,10,Documentary
tt0290961,Extreme Gong,tvSeries,1998,30,5.6,7,10,Comedy
tt0291015,Amarillo by Morning,short,1998,29,6.6,147,10,Documentary
tt0291204,Ghostbite,movie,1996,76,3.6,28,3,Other
tt0291272,Love - 0 = Infinity,movie,1994,63,6.3,126,10,Other
tt0291292,Hunters' Sense of Touch,movie,1995,65,6.9,21,10,Crime
tt0291348,Michael Winslow Live,movie,1999,95,6.7,93,6,Comedy
tt0291446,Richard Avedon: Darkness and Light,tvEpisode,1995,90,7.5,119,6,Other
tt0291501,Rafflesia,movie,1995,63,5.9,125,10,Comedy
tt0291532,Horse and Woman and Dog,movie,1990,58,5.1,121,10,Drama
tt0291573,Meet Me in the Dream: Wonderland,movie,1996,90,6.2,30,5,Drama
tt0291583,120 Minutes,tvSeries,1991,120,8.1,69,10,Music
tt0291613,Fox News Watch,tvSeries,1999,30,4.5,81,10,Family
tt0291765,Bobby Darin: Beyond the Song,tvMovie,1998,90,8.4,22,9,Other
tt0291800,Challenge the Wind,movie,1991,85,7.2,20,10,Drama
tt0291836,The Cook the Chicken the Wife and Her Husband,short,1996,7,8.5,21,7,Comedy
tt0291852,Derek Zoolander University,tvShort,1997,4,6.5,239,10,Comedy
tt0291853,Derek Zoolander: Male Model,tvShort,1996,3,6.6,415,6,Comedy
tt0291883,A Boy and a Girl,movie,1992,162,5.7,935,10,Comedy
tt0291897,Jump,movie,1990,85,4.3,11,8,Adventure
tt0291958,Gramps,tvShort,1996,10,7.1,14,6,Animation
tt0292085,Magic User's Club!,tvMiniSeries,1996,60,6.6,190,10,Animation
tt0292380,Zero Woman: The Accused,video,1997,77,4.4,65,10,Crime
tt0292411,King Arthur and the Knights of Justice,tvSeries,1992,30,7.3,448,10,Adventure
tt0292473,Cher... at the Mirage,tvSpecial,1990,60,8.8,39,4,Music
tt0292485,Cyclops Baby,movie,1997,47,6.4,24,10,Comedy
tt0292520,Garfield Gets a Life,tvShort,1991,22,7.2,366,10,Animation
tt0292547,Holy Tortilla,short,1998,23,7.3,6,10,Comedy
tt0292561,Stefanie Powers,tvEpisode,1999,48,7.9,47,10,Other
tt0292568,Journey's End: The Saga of Star Trek - The Next Generation,tvShort,1994,45,6.9,242,10,Documentary
tt0292733,Welcome Home Heroes with Whitney Houston,tvSpecial,1991,90,8.4,38,2,Music
tt0292742,Zakhmi Dil,movie,1994,151,4.1,442,10,Action
tt0292762,The Astronomers,tvSeries,1991,57,8.4,38,10,Documentary
tt0292775,The Coral Ridge Hour,tvSeries,1993,60,7.3,7,9,Documentary
tt0292776,Crossing Over with John Edward,tvSeries,1999,30,1.8,446,10,Other
tt0292784,EWTN Presents Bookmark,tvSeries,1998,30,6.4,5,10,Family
tt0292846,Sohryuden: Legend of the Dragon Kings,tvSeries,1991,45,7.4,63,10,Animation
tt0292870,Wild On...,tvSeries,1997,60,6.1,125,10,Other
tt0292894,Affliction,movie,1996,45,6.9,71,5,Documentary
tt0292905,Al Lewis in the Flesh,short,1993,21,5.0,32,5,Documentary
tt0293031,200th Episode Special,tvEpisode,1990,60,7.6,258,10,Comedy
tt0293085,Desire: An Erotic Fantasyplay,video,1996,79,5.9,20,10,Other
tt0293092,Dexter's Laboratory: Ego Trip,tvMovie,1999,50,7.6,1375,10,Action
tt0293104,Don't Eat the Chili at the Detour Diner,short,1997,28,9.2,5,7,Short
tt0293381,David Copperfield: 15 Years of Magic,tvSpecial,1994,130,7.7,201,10,Other
tt0293392,The Mao Years: 1949-1976,movie,1994,120,7.8,76,3,Documentary
tt0293432,Motown 30: What's Goin' On!,tvSpecial,1990,120,7.8,16,10,Music
tt0293434,Mrs. Greer,short,1994,28,7.3,11,6,Drama
tt0293525,Preston Sturges: The Rise and Fall of an American Dreamer,tvEpisode,1990,76,7.5,173,9,Other
tt0293532,'Psycho' Path,video,1999,30,6.1,75,10,Documentary
tt0293536,Rabbit Ears: The Fool and the Flying Ship,video,1991,30,7.1,50,3,Comedy
tt0293551,Recon,short,1996,10,5.7,41,10,Drama
tt0293560,Robert Rauschenberg: Man at Work,movie,1997,57,6.8,14,10,Documentary
tt0293565,The Sacred Fire,short,1994,13,6.5,17,4,Drama
tt0293687,The Very Best of the Ed Sullivan Show,tvSpecial,1991,120,8.9,48,10,Other
tt0293701,What's Up Doc? A Salute to Bugs Bunny,tvMovie,1990,60,7.0,63,6,Animation
tt0293702,When Animals Attack!,tvShort,1996,40,7.0,32,6,Documentary
tt0293731,Medabots,tvSeries,1999,30,6.9,2070,10,Action
tt0293823,The Mystery of the Cube,movie,1998,108,5.5,40,10,Other
tt0293923,The Second Coming,movie,1995,53,3.3,90,10,Drama
tt0293939,Summerslam,tvSpecial,1993,166,6.3,271,10,Action
tt0293940,Summerslam,tvSpecial,1994,169,6.9,283,10,Other
tt0293941,Summerslam,tvSpecial,1995,169,6.3,238,10,Other
tt0293942,Summerslam,tvSpecial,1996,164,6.6,252,10,Action
tt0293943,WWF Summerslam: Hart & Soul,tvSpecial,1997,168,7.2,261,10,Action
tt0293944,WWF Summerslam: Highway to Hell,tvSpecial,1998,166,7.5,331,10,Action
tt0293945,WWF Summerslam '99,tvSpecial,1999,155,6.9,312,10,Action
tt0293988,ARK the Adventures of Animal Rescue Kids,tvSeries,1997,30,6.6,7,4,Adventure
tt0294026,Cave Kids,tvSeries,1997,30,7.2,46,7,Adventure
tt0294032,Civil War Journal,tvSeries,1993,60,8.3,121,10,Documentary
tt0294147,Don't Leave Me Alone Daisy,tvSeries,1997,300,4.8,8,10,Comedy
tt0294207,Top Secret,tvSeries,1999,60,8.8,21,4,Documentary
tt0294254,22nd NAACP Image Awards,tvSpecial,1990,120,3.2,24,10,Family
tt0294256,5 Dark Souls,movie,1996,94,5.4,52,10,Action
tt0294257,The 6th Annual Soul Train Music Awards,tvSpecial,1992,120,4.9,21,10,Music
tt0294261,AFI's 100 Years... 100 Movies: In Search of,tvSpecial,1998,60,5.7,77,9,Documentary
tt0294366,Bingo & Molly,tvSeries,1997,26,9.0,12,9,Short
tt0294399,Bounty Dog,video,1994,60,5.7,80,10,Animation
tt0294433,Cats: Caressing the Tiger,tvMovie,1991,54,8.0,38,8,Documentary
tt0294489,Cusp,short,1997,18,6.1,11,10,Short
tt0294513,Death of the Dream: Farmhouses in the Heartland,tvMovie,1999,57,7.7,11,10,Documentary
tt0294572,Faux Paw,short,1994,4,8.2,5,2,Short
tt0294589,Immoral Affairs,movie,1997,103,4.6,18,10,Drama
tt0294618,Heroine of Hell,tvMovie,1996,87,3.5,52,9,Crime
tt0294692,Lugosi: Hollywood's Dracula,movie,1997,55,8.1,87,10,Other
tt0294709,Mary Pickford: A Life on Film,movie,1997,98,7.7,74,8,Other
tt0294739,Mother Love Bone: The Love Bone Earth Affair,video,1992,35,8.1,30,8,Documentary
tt0294782,Next Year in Jerusalem,movie,1997,104,6.3,103,10,Drama
tt0294825,P.D. Eastman: Are You My Mother?,video,1991,20,5.1,11,9,Animation
tt0294838,Phil Collins: A Closer Look,video,1994,55,7.8,6,2,Documentary
tt0294880,Robot in the Family,movie,1993,85,1.6,182,10,Comedy
tt0294931,Space Chase,video,1990,85,3.0,42,8,Other
tt0294950,Sunsplit,movie,1997,93,6.1,18,7,Other
tt0294967,Tim Allen Rewires America,tvSpecial,1991,30,5.8,158,6,Comedy
tt0294969,Tyranno's Claw,movie,1994,92,4.6,49,7,Adventure
tt0295122,Movie Surfers,tvSeries,1998,30,6.5,105,10,Comedy
tt0295191,The Birth of Ohio Stadium,tvMovie,1999,104,7.5,17,4,Documentary
tt0295222,24 Hours,tvEpisode,1994,88,8.4,1871,10,Drama
tt0295236,End of the Harvest,movie,1998,53,5.3,228,7,Drama
tt0295240,Ernest's Greatest Hits Volume 2,video,1992,50,7.0,210,1,Comedy
tt0295279,ISPR Investigates: Ghosts of England,video,1999,70,5.9,17,8,Documentary
tt0295293,'Halloween' Unmasked 2000,video,1999,23,7.0,216,8,Documentary
tt0295397,Little Man,short,1999,23,6.4,51,10,Drama
tt0295437,Midnight Panther,tvMiniSeries,1998,60,5.4,83,10,Action
tt0295495,Mighty Space Miners,video,1994,60,6.6,24,10,Adventure
tt0295517,Choreography for Copy Machine (Photocopy Cha Cha),short,1991,4,7.3,44,6,Animation
tt0295539,Provocation,movie,1995,80,4.7,176,9,Drama
tt0295582,Sanctuary,video,1995,70,6.9,46,10,Animation
tt0295583,Great Conquest: The Romance of 3 Kingdoms,movie,1992,118,6.9,54,10,Action
tt0295601,She's Alive! Creating the Bride of Frankenstein,short,1999,39,7.2,226,10,Documentary
tt0295619,Goalie,short,1999,1,5.2,35,9,Animation
tt0295622,My My Mai,video,1993,90,6.5,65,10,Adventure
tt0295647,Swearing,short,1999,1,6.6,39,7,Animation
tt0295695,Woodstock: The Lost Performances,video,1990,68,8.4,68,10,Documentary
tt0295765,Reign: The Conqueror,tvSeries,1997,30,6.9,456,10,Action
tt0295858,Apparitions at Fatima,movie,1991,97,6.2,34,10,Drama
tt0295922,Dark Faith,video,1991,18,5.3,7,10,Other
tt0295949,Escape from a Wonderful Life,tvMovie,1996,50,6.5,60,7,Comedy
tt0295964,Forgiven,short,1999,27,6.8,6,10,Short
tt0296056,Weekend Stories: Dilatory Line,tvMovie,1998,56,5.9,12,10,Drama
tt0296102,Weekend Stories: Unwritten Law,tvMovie,1998,54,5.5,24,10,Drama
tt0296108,News from a Personal War,movie,1999,57,8.2,708,10,Documentary
tt0296125,The Sacrum,tvMovie,1998,56,6.9,16,9,Drama
tt0296192,Sesame Street Jam: A Musical Celebration,tvMovie,1993,56,7.8,41,10,Family
tt0296241,Tonya Harding,tvEpisode,1999,120,6.2,27,10,Other
tt0296349,Healing and the Mind with Bill Moyers,tvSeries,1993,58,8.4,7,1,Documentary
tt0296461,ABC's World of Discovery,tvSeries,1990,60,8.1,12,10,Documentary
tt0296473,1996 VH1 Fashion Awards,tvSpecial,1996,120,4.3,7,10,Family
tt0296492,Crocodile,movie,1996,102,6.6,1572,7,Drama
tt0296549,The Carol Burnett Show: A Reunion,tvSpecial,1993,120,8.6,78,10,Comedy
tt0296556,Celebrate the Dream: 50 Years of Ebony Magazine,tvSpecial,1996,120,5.5,14,10,News
tt0296560,Danny Glover,tvEpisode,1999,60,6.3,15,10,Other
tt0296573,Come Get Some: The Women of the WWF,video,1999,49,7.0,38,10,Documentary
tt0296705,Rules and Regulations,movie,1993,150,5.1,491,10,Action
tt0296708,Killer Bees?,tvShort,1999,27,7.6,22,3,Documentary
tt0296724,Liza Minnelli Live from Radio City Music Hall,tvSpecial,1992,94,8.5,73,10,Music
tt0296731,Lucy and Desi: A Home Movie,tvMovie,1993,108,8.5,108,10,Comedy
tt0296749,Michael Jackson Talks to... Oprah,tvSpecial,1993,90,7.7,265,6,Talk-Show
tt0296751,Michael Landon,tvEpisode,1997,120,6.2,30,10,Other
tt0296771,Mysteries Underground,tvMovie,1992,60,8.0,7,7,Documentary
tt0296774,N.Y.H.C.,movie,1999,87,7.1,149,8,Documentary
tt0296811,Armicron,movie,1995,71,5.1,91,9,Action
tt0296837,Laugh-In's 25th Anniversary,tvMovie,1993,98,7.2,65,10,Comedy
tt0296843,The Scooby-Doo Project,tvShort,1999,10,7.3,376,8,Animation
tt0296852,The Simpsons Arcade Game,videoGame,1991,58,8.4,616,10,Action
tt0297271,The Making of 'Big Daddy',tvEpisode,1999,12,6.3,85,9,Documentary
tt0297292,Monster Mania,tvMovie,1997,62,7.6,90,6,Documentary
tt0297299,Mummies: Tales from the Egyptian Crypts,tvSeries,1996,200,7.1,17,4,Documentary
tt0297396,Sinners,movie,1990,87,3.4,47,10,Action
tt0297447,Eleven Days Eleven Nights 2,movie,1991,84,3.3,150,8,Drama
tt0297457,WWF in Your House: Badd Blood,tvSpecial,1997,180,7.2,250,10,Action
tt0297458,WWF Break Down,tvSpecial,1998,180,6.3,166,10,Action
tt0297459,WWF WrestleFest '97,tvSpecial,1997,111,6.4,152,10,Other
tt0297650,Throut and Neck,tvSeries,1999,30,6.5,12,1,Action
tt0297692,639+1 Nights,short,1990,30,7.2,16,8,Drama
tt0297726,The American Gangster,movie,1992,48,6.7,41,6,Crime
tt0297727,Rod Serling: Submitted for Your Approval,tvEpisode,1995,90,7.4,163,9,Other
tt0297737,Apart from Hugh,movie,1994,87,5.3,83,7,Drama
tt0297743,Armageddon: The Final Challenge,movie,1994,85,3.8,33,10,Other
tt0297749,Attack of the 50 Foot Monster Mania,tvMovie,1999,56,7.1,96,10,Documentary
tt0297764,Barry Manilow: Greatest Hits & Then Some,video,1993,95,7.6,12,3,Documentary
tt0297829,Stairways of Heaven,movie,1992,127,7.8,27,10,Drama
